3135999-3136138,3136768-3136969	ENSMUST00000171004.2	ONT.1418104_ENSMUST00000171004.2
3136015-3136138,3136768-3136958	ENSMUST00000171004.2	ONT.1567551_ENSMUST00000171004.2
3136038-3136138,3136768-3136969	ENSMUST00000171004.2	ONT.1189503_ENSMUST00000171004.2
3136768-3136969,3137702-3137835	ENSMUST00000171004.2	ONT.370505_ENSMUST00000171004.2
3136768-3136969,3137702-3137808	ENSMUST00000171004.2	ONT.514259_ENSMUST00000171004.2
3136768-3136969,3137702-3137825	ENSMUST00000171004.2	ONT.1407601_ENSMUST00000171004.2
3136773-3136969,3137702-3137833	ENSMUST00000171004.2	ONT.59132_ENSMUST00000171004.2
3136776-3136969,3137702-3137831	ENSMUST00000171004.2	ONT.574979_ENSMUST00000171004.2
3136776-3136969,3137702-3137835	ENSMUST00000171004.2	ONT.1468982_ENSMUST00000171004.2
3136812-3136969,3137702-3137829	ENSMUST00000171004.2	ONT.188767_ENSMUST00000171004.2
3136825-3136969,3137702-3137835	ENSMUST00000171004.2	ONT.1345431_ENSMUST00000171004.2
3159725-3160167,3160216-3160330	ENSMUST00000069044.7	ONT.513531_ENSMUST00000069044.7
3159924-3160167,3160216-3160565	ENSMUST00000069044.7	ONT.1127433_ENSMUST00000069044.7
3207776-3207911,3208058-3208269,3208395-3208497,3208595-3208635	ENSMUST00000171749.3	ONT.1023037_ENSMUST00000171749.3
3207832-3207911,3208058-3208269,3208395-3208497,3208595-3208673	ENSMUST00000171749.3	ONT.944145_ENSMUST00000171749.3
3207861-3207911,3208058-3208269,3208395-3208497,3208595-3208679	ENSMUST00000171749.3	ONT.758988_ENSMUST00000171749.3
3207865-3207911,3208058-3208269,3208395-3208497,3208595-3208665	ENSMUST00000171749.3	ONT.459808_ENSMUST00000171749.3
3270627-3271234,3273878-3274032	ENSMUST00000108653.4	ONT.438978_ENSMUST00000108653.4
3270819-3271234,3273878-3274048,3277022-3277193	ENSMUST00000108653.4	ONT.741459_ENSMUST00000108653.4
3271123-3271234,3273878-3274048,3277022-3277192,3279600-3279770,3281717-3281886	ENSMUST00000108653.4	ONT.152065_ENSMUST00000108653.4
3273965-3274048,3277022-3277192,3279600-3279770,3281717-3281887,3282505-3282675	ENSMUST00000108653.4	ONT.962261_ENSMUST00000108653.4
3277021-3277192,3279600-3279770,3281717-3281887,3282505-3282675,3283784-3283877	ENSMUST00000108653.4	ONT.1442340_ENSMUST00000108653.4
3281708-3281887,3282505-3282675,3283784-3283954,3288460-3288686	ENSMUST00000108653.4	ONT.188997_ENSMUST00000108653.4
3282643-3282675,3283784-3283954,3288460-3289022	ENSMUST00000108653.4	ONT.786691_ENSMUST00000108653.4
3283853-3283954,3288460-3289140	ENSMUST00000108653.4	ONT.341256_ENSMUST00000108653.4
