3136008-3136138,3136768-3136969,3137702-3137799	ENSMUST00000171004.2	ONT.1547017_ENSMUST00000171004.2
3136036-3136138,3136768-3136969,3137702-3137823	ENSMUST00000171004.2	ONT.1040243_ENSMUST00000171004.2
3136037-3136138,3136768-3136969,3137702-3137784	ENSMUST00000171004.2	ONT.806440_ENSMUST00000171004.2
3136038-3136138,3136768-3136969,3137702-3137784	ENSMUST00000171004.2	ONT.211308_ENSMUST00000171004.2
3136041-3136138,3136768-3136969,3137702-3137797	ENSMUST00000171004.2	ONT.59406_ENSMUST00000171004.2
3136059-3136138,3136768-3136969,3137702-3137789	ENSMUST00000171004.2	ONT.1420545_ENSMUST00000171004.2
3136071-3136138,3136768-3136969,3137702-3137813	ENSMUST00000171004.2	ONT.424043_ENSMUST00000171004.2
3136077-3136138,3136768-3136969,3137702-3137804	ENSMUST00000171004.2	ONT.500683_ENSMUST00000171004.2
3136100-3136138,3136768-3136969,3137702-3137800	ENSMUST00000171004.2	ONT.1034_ENSMUST00000171004.2
3136100-3136138,3136768-3136969,3137702-3137821	ENSMUST00000171004.2	ONT.260907_ENSMUST00000171004.2
3136102-3136138,3136768-3136969,3137702-3137829	ENSMUST00000171004.2	ONT.448190_ENSMUST00000171004.2
3136111-3136138,3136768-3136969,3137702-3137835	ENSMUST00000171004.2	ONT.466537_ENSMUST00000171004.2
3136114-3136138,3136768-3136969,3137702-3137832	ENSMUST00000171004.2	ONT.940695_ENSMUST00000171004.2
3136117-3136138,3136768-3136969,3137702-3137825	ENSMUST00000171004.2	ONT.501652_ENSMUST00000171004.2
3178146-3178348,3184521-3184607,3185617-3185759,3194491-3194833	ENSMUST00000203447.2	ONT.890978_ENSMUST00000203447.2
3178148-3178348,3184521-3184607,3185617-3185759,3194491-3194825	ENSMUST00000203447.2	ONT.828372_ENSMUST00000203447.2
3178149-3178348,3184521-3184607,3185617-3185759,3194491-3194833	ENSMUST00000203447.2	ONT.948834_ENSMUST00000203447.2
3178152-3178348,3184521-3184607,3185617-3185759,3194491-3194833	ENSMUST00000203447.2	ONT.573069_ENSMUST00000203447.2
3178181-3178348,3184521-3184607,3185617-3185759,3194491-3194833	ENSMUST00000203447.2	ONT.114542_ENSMUST00000203447.2
3178182-3178348,3184521-3184607,3185617-3185759,3194491-3194826	ENSMUST00000203447.2	ONT.103163_ENSMUST00000203447.2
3178196-3178348,3184521-3184607,3185617-3185759,3194491-3194828	ENSMUST00000203447.2	ONT.1160971_ENSMUST00000203447.2
3178211-3178348,3184521-3184607,3185617-3185759,3194491-3194833	ENSMUST00000203447.2	ONT.171987_ENSMUST00000203447.2
3178214-3178348,3184521-3184607,3185617-3185759,3194491-3194832	ENSMUST00000203447.2	ONT.1478508_ENSMUST00000203447.2
3178228-3178348,3184521-3184607,3185617-3185759,3194491-3194829	ENSMUST00000203447.2	ONT.708268_ENSMUST00000203447.2
3178245-3178348,3184521-3184607,3185617-3185759,3194491-3194833	ENSMUST00000203447.2	ONT.1160826_ENSMUST00000203447.2
3337613-3337850,3341728-3341815,3345238-3346234	ENSMUST00000203328.4	ONT.818933_ENSMUST00000203328.4
3337613-3337850,3341728-3341815,3345238-3346220	ENSMUST00000203328.4	ONT.1519398_ENSMUST00000203328.4
3337662-3337850,3341728-3341815,3345238-3346305	ENSMUST00000203328.4	ONT.244170_ENSMUST00000203328.4
3337681-3337850,3341728-3341815,3345238-3346295	ENSMUST00000203328.4	ONT.390637_ENSMUST00000203328.4
3337681-3337850,3341728-3341815,3345238-3346304	ENSMUST00000203328.4	ONT.1596328_ENSMUST00000203328.4
3337689-3337850,3341728-3341815,3345238-3346320	ENSMUST00000203328.4	ONT.797184_ENSMUST00000203328.4
3337717-3337850,3341728-3341815,3345238-3346337	ENSMUST00000203328.4	ONT.41532_ENSMUST00000203328.4
3337789-3337850,3341728-3341815,3345238-3346414	ENSMUST00000203328.4	ONT.1103883_ENSMUST00000203328.4
3337791-3337850,3341728-3341815,3345238-3346405	ENSMUST00000203328.4	ONT.1560414_ENSMUST00000203328.4
3339124-3339317,3341728-3341815,3345238-3346256	ENSMUST00000203566.3	ONT.1194823_ENSMUST00000203566.3
3339240-3339317,3341728-3341815,3345238-3346400	ENSMUST00000203566.3	ONT.449886_ENSMUST00000203566.3
3426634-3427131,3436830-3436876,3437693-3438516	ENSMUST00000204469.2	ONT.342362_ENSMUST00000204469.2
3426634-3427131,3436830-3436876,3437693-3438520	ENSMUST00000204469.2	ONT.432402_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438558	ENSMUST00000204469.2	ONT.92895_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438575	ENSMUST00000204469.2	ONT.158346_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438547	ENSMUST00000204469.2	ONT.568438_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438596	ENSMUST00000204469.2	ONT.651531_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438533	ENSMUST00000204469.2	ONT.767307_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438547	ENSMUST00000204469.2	ONT.811948_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438524	ENSMUST00000204469.2	ONT.1007839_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438570	ENSMUST00000204469.2	ONT.1117415_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438519	ENSMUST00000204469.2	ONT.1294599_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438572	ENSMUST00000204469.2	ONT.1368182_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438520	ENSMUST00000204469.2	ONT.1380994_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438569	ENSMUST00000204469.2	ONT.181180_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438583	ENSMUST00000204469.2	ONT.690662_ENSMUST00000204469.2
3426635-3427131,3436830-3436876,3437693-3438544	ENSMUST00000204469.2	ONT.1452593_ENSMUST00000204469.2
3426639-3427131,3436830-3436876,3437693-3438565	ENSMUST00000204469.2	ONT.291717_ENSMUST00000204469.2
3426641-3427131,3436830-3436876,3437693-3438548	ENSMUST00000204469.2	ONT.1319770_ENSMUST00000204469.2
3426641-3427131,3436830-3436876,3437693-3438552	ENSMUST00000204469.2	ONT.1097759_ENSMUST00000204469.2
3426648-3427131,3436830-3436876,3437693-3438522	ENSMUST00000204469.2	ONT.1233094_ENSMUST00000204469.2
3426649-3427131,3436830-3436876,3437693-3438575	ENSMUST00000204469.2	ONT.1462492_ENSMUST00000204469.2
3426651-3427131,3436830-3436876,3437693-3438551	ENSMUST00000204469.2	ONT.853728_ENSMUST00000204469.2
3426652-3427131,3436830-3436876,3437693-3438543	ENSMUST00000204469.2	ONT.1064601_ENSMUST00000204469.2
3439213-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464142	ENSMUST00000182222.8	ONT.1379649_ENSMUST00000182222.8
3439236-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464164	ENSMUST00000182222.8	ONT.88836_ENSMUST00000182222.8
3439236-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464164	ENSMUST00000182222.8	ONT.889825_ENSMUST00000182222.8
3439239-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464163	ENSMUST00000182222.8	ONT.1001517_ENSMUST00000182222.8
3439252-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464164	ENSMUST00000182222.8	ONT.1344832_ENSMUST00000182222.8
3439257-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464161	ENSMUST00000182222.8	ONT.356189_ENSMUST00000182222.8
3439260-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464163	ENSMUST00000182222.8	ONT.274010_ENSMUST00000182222.8
3439263-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464164	ENSMUST00000182222.8	ONT.303350_ENSMUST00000182222.8
3439284-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464157	ENSMUST00000182222.8	ONT.1389704_ENSMUST00000182222.8
3439290-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464164	ENSMUST00000182222.8	ONT.416796_ENSMUST00000182222.8
3439292-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464146	ENSMUST00000182222.8	ONT.813093_ENSMUST00000182222.8
3439295-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464164	ENSMUST00000182222.8	ONT.1188953_ENSMUST00000182222.8
3439306-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464164	ENSMUST00000182222.8	ONT.655095_ENSMUST00000182222.8
3439315-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464164	ENSMUST00000182222.8	ONT.1005673_ENSMUST00000182222.8
3439322-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464164	ENSMUST00000182222.8	ONT.630416_ENSMUST00000182222.8
3439332-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464164	ENSMUST00000182222.8	ONT.411147_ENSMUST00000182222.8
3439334-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464157	ENSMUST00000182222.8	ONT.396707_ENSMUST00000182222.8
3439337-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464164	ENSMUST00000182222.8	ONT.1386450_ENSMUST00000182222.8
3439341-3439486,3439771-3439881,3442558-3443020,3459691-3459774,3460583-3460723,3463355-3464164	ENSMUST00000182222.8	ONT.730965_ENSMUST00000182222.8
3440121-3440229,3449302-3449338	ENSMUST00000204704.2	ONT.616267_ENSMUST00000204704.2
3440133-3440229,3449302-3449349	ENSMUST00000204704.2	ONT.962981_ENSMUST00000204704.2
3440146-3440229,3449302-3449374	ENSMUST00000204704.2	ONT.271652_ENSMUST00000204704.2
3440148-3440229,3449302-3449374	ENSMUST00000204704.2	ONT.1247182_ENSMUST00000204704.2
3440153-3440229,3449302-3449410	ENSMUST00000204704.2	ONT.315064_ENSMUST00000204704.2
3440182-3440229,3449302-3449403	ENSMUST00000204704.2	ONT.895083_ENSMUST00000204704.2
3440198-3440229,3449302-3449398	ENSMUST00000204704.2	ONT.261799_ENSMUST00000204704.2
3442825-3443020,3459691-3459774,3460583-3460723,3463355-3464121	ENSMUST00000092351.6	ONT.129618_ENSMUST00000092351.6
3442860-3443020,3459691-3459774,3460583-3460723,3463355-3464117	ENSMUST00000092351.6	ONT.102725_ENSMUST00000092351.6
3442880-3443020,3459691-3459774,3460583-3460723,3463355-3464121	ENSMUST00000092351.6	ONT.695723_ENSMUST00000092351.6
3442930-3443020,3459691-3459774,3460583-3460723,3463355-3464121	ENSMUST00000092351.6	ONT.553362_ENSMUST00000092351.6
3470161-3471100,3471790-3471925	ENSMUST00000204020.2	ONT.499126_ENSMUST00000204020.2
3470176-3471100,3471790-3471943	ENSMUST00000204020.2	ONT.1377608_ENSMUST00000204020.2
3470180-3471100,3471790-3471937	ENSMUST00000204020.2	ONT.194096_ENSMUST00000204020.2
3470180-3471100,3471790-3471952	ENSMUST00000204020.2	ONT.217427_ENSMUST00000204020.2
3470180-3471100,3471790-3471942	ENSMUST00000204020.2	ONT.642865_ENSMUST00000204020.2
3470180-3471100,3471790-3471959	ENSMUST00000204020.2	ONT.650401_ENSMUST00000204020.2
3470180-3471100,3471790-3471920	ENSMUST00000204020.2	ONT.661742_ENSMUST00000204020.2
3470180-3471100,3471790-3471952	ENSMUST00000204020.2	ONT.991517_ENSMUST00000204020.2
3470180-3471100,3471790-3471927	ENSMUST00000204020.2	ONT.1029330_ENSMUST00000204020.2
3470180-3471100,3471790-3471946	ENSMUST00000204020.2	ONT.1080335_ENSMUST00000204020.2
3470180-3471100,3471790-3471954	ENSMUST00000204020.2	ONT.1089975_ENSMUST00000204020.2
3470180-3471100,3471790-3471916	ENSMUST00000204020.2	ONT.1116041_ENSMUST00000204020.2
3470180-3471100,3471790-3471916	ENSMUST00000204020.2	ONT.1191240_ENSMUST00000204020.2
3470180-3471100,3471790-3471948	ENSMUST00000204020.2	ONT.1340441_ENSMUST00000204020.2
3470180-3471100,3471790-3471927	ENSMUST00000204020.2	ONT.1347908_ENSMUST00000204020.2
3470180-3471100,3471790-3471961	ENSMUST00000204020.2	ONT.1453791_ENSMUST00000204020.2
3470180-3471100,3471790-3471873	ENSMUST00000204020.2	ONT.1533088_ENSMUST00000204020.2
3470180-3471100,3471790-3471914	ENSMUST00000204020.2	ONT.172219_ENSMUST00000204020.2
3470180-3471100,3471790-3471936	ENSMUST00000204020.2	ONT.287492_ENSMUST00000204020.2
3470180-3471100,3471790-3471930	ENSMUST00000204020.2	ONT.390359_ENSMUST00000204020.2
3470180-3471100,3471790-3471891	ENSMUST00000204020.2	ONT.764510_ENSMUST00000204020.2
3470180-3471100,3471790-3471938	ENSMUST00000204020.2	ONT.1214544_ENSMUST00000204020.2
3470180-3471100,3471790-3471958	ENSMUST00000204020.2	ONT.1413467_ENSMUST00000204020.2
3470180-3471100,3471790-3471916	ENSMUST00000204020.2	ONT.1504855_ENSMUST00000204020.2
3470183-3471100,3471790-3471913	ENSMUST00000204020.2	ONT.781531_ENSMUST00000204020.2
3470183-3471100,3471790-3471952	ENSMUST00000204020.2	ONT.1548726_ENSMUST00000204020.2
3470183-3471100,3471790-3471929	ENSMUST00000204020.2	ONT.182089_ENSMUST00000204020.2
3470184-3471100,3471790-3471929	ENSMUST00000204020.2	ONT.817442_ENSMUST00000204020.2
3470186-3471100,3471790-3471939	ENSMUST00000204020.2	ONT.159012_ENSMUST00000204020.2
3470189-3471100,3471790-3471931	ENSMUST00000204020.2	ONT.689618_ENSMUST00000204020.2
3470195-3471100,3471790-3471914	ENSMUST00000204020.2	ONT.533472_ENSMUST00000204020.2
3470210-3471100,3471790-3471910	ENSMUST00000204020.2	ONT.526389_ENSMUST00000204020.2
3470226-3471100,3471790-3471956	ENSMUST00000204020.2	ONT.1412806_ENSMUST00000204020.2
3473181-3473508,3478954-3479028,3483218-3483549	ENSMUST00000108647.3	ONT.675848_ENSMUST00000108647.3
3473187-3473508,3478954-3479028,3483218-3483550	ENSMUST00000108647.3	ONT.682057_ENSMUST00000108647.3
3473225-3473508,3478954-3479028,3483218-3483653	ENSMUST00000108647.3	ONT.887453_ENSMUST00000108647.3
3473229-3473508,3478954-3479028,3483218-3483596	ENSMUST00000108647.3	ONT.1332577_ENSMUST00000108647.3
3473231-3473508,3478954-3479028,3483218-3483595	ENSMUST00000108647.3	ONT.820560_ENSMUST00000108647.3
3473233-3473508,3478954-3479028,3483218-3483601	ENSMUST00000108647.3	ONT.1447613_ENSMUST00000108647.3
3473238-3473508,3478954-3479028,3483218-3483609	ENSMUST00000108647.3	ONT.790719_ENSMUST00000108647.3
3473240-3473508,3478954-3479028,3483218-3483606	ENSMUST00000108647.3	ONT.289707_ENSMUST00000108647.3
3473241-3473508,3478954-3479028,3483218-3483611	ENSMUST00000108647.3	ONT.1425522_ENSMUST00000108647.3
3473245-3473508,3478954-3479028,3483218-3483605	ENSMUST00000108647.3	ONT.54085_ENSMUST00000108647.3
3473247-3473508,3478954-3479028,3483218-3483662	ENSMUST00000108647.3	ONT.1525012_ENSMUST00000108647.3
3473253-3473508,3478954-3479028,3483218-3483621	ENSMUST00000108647.3	ONT.1121878_ENSMUST00000108647.3
3473259-3473508,3478954-3479028,3483218-3483660	ENSMUST00000108647.3	ONT.1416472_ENSMUST00000108647.3
3473269-3473508,3478954-3479028,3483218-3483635	ENSMUST00000108647.3	ONT.771460_ENSMUST00000108647.3
3473290-3473508,3478954-3479028,3483218-3483639	ENSMUST00000108647.3	ONT.533290_ENSMUST00000108647.3
3473301-3473508,3478954-3479028,3483218-3483679	ENSMUST00000108647.3	ONT.477675_ENSMUST00000108647.3
3473314-3473508,3478954-3479028,3483218-3483679	ENSMUST00000108647.3	ONT.1125921_ENSMUST00000108647.3
3473332-3473508,3478954-3479028,3483218-3483679	ENSMUST00000108647.3	ONT.57543_ENSMUST00000108647.3
3473347-3473508,3478954-3479028,3483218-3483679	ENSMUST00000108647.3	ONT.836789_ENSMUST00000108647.3
3473358-3473508,3478954-3479028,3483218-3483679	ENSMUST00000108647.3	ONT.417787_ENSMUST00000108647.3
3473364-3473508,3478954-3479028,3483218-3483677	ENSMUST00000108647.3	ONT.1082186_ENSMUST00000108647.3
3473369-3473508,3478954-3479028,3483218-3483679	ENSMUST00000108647.3	ONT.1546329_ENSMUST00000108647.3
3473383-3473508,3478954-3479028,3483218-3483676	ENSMUST00000108647.3	ONT.1305774_ENSMUST00000108647.3
3473392-3473508,3478954-3479028,3483218-3483671	ENSMUST00000108647.3	ONT.536261_ENSMUST00000108647.3
3473397-3473508,3478954-3479028,3483218-3483665	ENSMUST00000108647.3	ONT.1329325_ENSMUST00000108647.3
3473402-3473508,3478954-3479028,3483218-3483677	ENSMUST00000108647.3	ONT.529355_ENSMUST00000108647.3
3499878-3499924,3501144-3501204,3522802-3522956,3523299-3523536	ENSMUST00000203144.2	ONT.809551_ENSMUST00000203144.2
3499881-3499924,3501144-3501204,3522802-3522956,3523299-3523529	ENSMUST00000203144.2	ONT.775301_ENSMUST00000203144.2
3499881-3499924,3501144-3501204,3522802-3522956,3523299-3523536	ENSMUST00000203144.2	ONT.726751_ENSMUST00000203144.2
3499884-3499924,3501144-3501204,3522802-3522956,3523299-3523536	ENSMUST00000203144.2	ONT.1219035_ENSMUST00000203144.2
3499888-3499924,3501144-3501204,3522802-3522956,3523299-3523531	ENSMUST00000203144.2	ONT.1279578_ENSMUST00000203144.2
3499890-3499924,3501144-3501204,3522802-3522956,3523299-3523537	ENSMUST00000203144.2	ONT.437954_ENSMUST00000203144.2
3499899-3499924,3501144-3501204,3522802-3522956,3523299-3523532	ENSMUST00000203144.2	ONT.290553_ENSMUST00000203144.2
3499899-3499924,3501144-3501204,3522802-3522956,3523299-3523536	ENSMUST00000203144.2	ONT.891165_ENSMUST00000203144.2
3499902-3499924,3501144-3501204,3522802-3522956,3523299-3523536	ENSMUST00000203144.2	ONT.950165_ENSMUST00000203144.2
3499910-3499924,3501144-3501204,3522802-3522956,3523299-3523536	ENSMUST00000203144.2	ONT.99041_ENSMUST00000203144.2
3537405-3537737,3544442-3544507,3545191-3545487,3545941-3546231,3546712-3546747,3550948-3550976	ENSMUST00000203821.3	ONT.1520147_ENSMUST00000203821.3
3537405-3537737,3544442-3544507,3545191-3545487,3545941-3546231,3546712-3546747,3550948-3551015	ENSMUST00000203821.3	ONT.181669_ENSMUST00000203821.3
3537426-3537737,3544442-3544507,3545191-3545487,3545941-3546231,3546712-3546747,3550948-3551045	ENSMUST00000203821.3	ONT.1522253_ENSMUST00000203821.3
3537468-3537737,3544442-3544507,3545191-3545487,3545941-3546231,3546712-3546747,3550948-3551092	ENSMUST00000203821.3	ONT.506902_ENSMUST00000203821.3
3537507-3537737,3544442-3544507,3545191-3545487,3545941-3546231,3546712-3546747,3550948-3551133	ENSMUST00000203821.3	ONT.1058309_ENSMUST00000203821.3
3537529-3537737,3544442-3544507,3545191-3545487,3545941-3546231,3546712-3546747,3550948-3551136	ENSMUST00000203821.3	ONT.1284216_ENSMUST00000203821.3
3562451-3562744,3563644-3563751	ENSMUST00000239381.2	ONT.240361_ENSMUST00000239381.2
3562451-3562744,3563644-3563762	ENSMUST00000239381.2	ONT.516852_ENSMUST00000239381.2
3562451-3562744,3563644-3563747	ENSMUST00000239381.2	ONT.903596_ENSMUST00000239381.2
3562451-3562744,3563644-3563787	ENSMUST00000239381.2	ONT.956711_ENSMUST00000239381.2
3562451-3562744,3563644-3563841	ENSMUST00000239381.2	ONT.1507811_ENSMUST00000239381.2
3562451-3562744,3563644-3563783	ENSMUST00000239381.2	ONT.251009_ENSMUST00000239381.2
3562451-3562744,3563644-3563751	ENSMUST00000239381.2	ONT.506462_ENSMUST00000239381.2
3562451-3562744,3563644-3563779	ENSMUST00000239381.2	ONT.986634_ENSMUST00000239381.2
3562453-3562744,3563644-3563747	ENSMUST00000239381.2	ONT.946066_ENSMUST00000239381.2
3562454-3562744,3563644-3563881	ENSMUST00000239381.2	ONT.38804_ENSMUST00000239381.2
3562456-3562744,3563644-3563777	ENSMUST00000239381.2	ONT.1319525_ENSMUST00000239381.2
3562459-3562744,3563644-3563853	ENSMUST00000239381.2	ONT.1523974_ENSMUST00000239381.2
3562460-3562744,3563644-3563833	ENSMUST00000239381.2	ONT.1175461_ENSMUST00000239381.2
3562464-3562744,3563644-3563825	ENSMUST00000239381.2	ONT.946770_ENSMUST00000239381.2
3562470-3562744,3563644-3563867	ENSMUST00000239381.2	ONT.490894_ENSMUST00000239381.2
3562477-3562744,3563644-3563868	ENSMUST00000239381.2	ONT.1512801_ENSMUST00000239381.2
3562487-3562744,3563644-3563825	ENSMUST00000239381.2	ONT.1456694_ENSMUST00000239381.2
3594775-3595232,3596308-3596349,3598323-3598406,3607118-3607134	ENSMUST00000206503.2	ONT.1524482_ENSMUST00000206503.2
3613206-3613908,3614068-3614349,3614583-3614882,3618483-3618515,3619040-3619080	ENSMUST00000108645.8	ONT.1546222_ENSMUST00000108645.8
3613243-3613908,3614068-3614349,3614583-3614882,3618483-3618515,3619040-3619121	ENSMUST00000108645.8	ONT.1321_ENSMUST00000108645.8
3613258-3613908,3614068-3614349,3614583-3614882,3618483-3618515,3619040-3619129	ENSMUST00000108645.8	ONT.974833_ENSMUST00000108645.8
